major,school,plan,rank
22中医学(卓越5+3一体化),A026北京中医药大学,14,5945
15化学工程与工艺,A532湖南大学,1,5946
05金融科技,A651西南财经大学,1,5949
03临床医学,C121南方医科大学,4,5956
01法学(民商法律),A276华东政法大学,10,5959
XB法学类,A422山东大学,45,5960
XE中国语言文学类,A422山东大学,40,5961
16网络与新媒体,A053中国政法大学,1,5967
B5外交学(法语双学位),A271上海外国语大学,1,5968
D1新闻传播学类(卓越国际新闻传播人才计划),A271上海外国语大学,4,5972
A2应用心理学,A635西南大学,1,5974
26德语,A269华东师范大学,2,5979
01临床医学(5+3一体化),A631重庆医科大学,3,5988
01金融学,A030北京外国语大学,3,6014
05中医学(5+3一体化，卓越中医儿科班),A026北京中医药大学,1,6018
84临床药学,A610四川大学,2,6035
46生物医学工程,A610四川大学,5,6037
31微电子科学与工程,A699西北工业大学,10,6039
29土木类,A384厦门大学,2,6044
98临床医学(五年制),A611重庆大学,4,6082
19数学类,A699西北工业大学,4,6091
DD人文科学试验班(博雅类),A611重庆大学,2,6107
19公共管理类,A034中央财经大学,4,6116
03中药学(时珍国药班),A026北京中医药大学,1,6130
10口腔医学,A312南京医科大学,2,6136
4G电子信息类,A019中国农业大学,4,6158
48工科试验班(智能制造),A610四川大学,10,6174
09工科试验班(智慧土木与数字建造),A561华南理工大学,2,6178
0J新闻学,A272上海财经大学,3,6182
03翻译,A271上海外国语大学,2,6184
05大气科学类,P002国防科技大学,10,6189
09海洋工程类(黄震中海洋班),A699西北工业大学,2,6201
16计算机类,A613西南交通大学,4,6205
D2英语(教育),A271上海外国语大学,2,6214
32网络与新媒体(智能融媒体运营方向),A033中国传媒大学,3,6220
A1金融学,A271上海外国语大学,2,6223
A1法学类,A533中南大学,7,6249
03经济学类,A422山东大学,80,6261
0A口腔医学,C121南方医科大学,2,6277
2B临床医学(5+3一体化，儿科学),A062天津医科大学,1,6299
03金融学(双语实验班),A651西南财经大学,2,6303
25经济学类,A019中国农业大学,4,6308
35传播学,A030北京外国语大学,2,6322
08电子信息类(电信、自动化与计算机新工科实验班),A141大连理工大学,24,6327
02临床医学(5+3一体化，儿科医学),A312南京医科大学,2,6333
0C会计学(注册会计师专门化方向),A651西南财经大学,2,6358
07法学(刑事法律),A276华东政法大学,2,6359
05口腔医学,A631重庆医科大学,2,6366
02药学(基础药学理科基地),A316中国药科大学,3,6372
27法学,A019中国农业大学,3,6385
83药学,A610四川大学,6,6394
B3电子信息类,A533中南大学,10,6415
22应用化学(理学、张大煜化学基础科学拔尖计划班),A141大连理工大学,2,6439
A3国际经济与贸易,A271上海外国语大学,1,6455
89临床医学(5+3一体化，儿科学),A183吉林大学,4,6465
49环境科学与工程类,A561华南理工大学,2,6518
03法学(经济法),A276华东政法大学,6,6535
D9人文科学试验班(法学新闻类),A611重庆大学,5,6536
05历史学,E596中国社会科学院大学,4,6556
02国民经济管理(中外合作办学),H002中国人民大学(苏州校区),2,6560
04数学与应用数学(中外合作办学),H002中国人民大学(苏州校区),2,6574
33工商管理(全英班),A561华南理工大学,1,6576
AE临床医学(5+3一体化),A343温州医科大学,2,6609
01哲学(拔尖创新人才培养实验班),A053中国政法大学,3,6617
17应用心理学,A053中国政法大学,1,6619
40化学类,A610四川大学,12,6625
4D工商管理类,A030北京外国语大学,1,6628
54工程力学,A610四川大学,2,6649
DA建筑类,A611重庆大学,7,6674
05口腔医学,P030空军军医大学,4,6682
35工商管理类,A561华南理工大学,3,6684
11汉语言文学,A053中国政法大学,2,6685
01法语(中外合作办学),H002中国人民大学(苏州校区),1,6687
02临床医学(5+3一体化),A226哈尔滨医科大学,3,6694
QD公共管理类,A610四川大学,3,6697
38核工程与核技术,A610四川大学,4,6709
B4外交学,A271上海外国语大学,1,6716
59工科试验班(先进低碳材料),A610四川大学,3,6717
75行政管理,A561华南理工大学,1,6726
52建筑学,A610四川大学,3,6741
0D会计学(双语实验班),A651西南财经大学,2,6745
2F麻醉学,A062天津医科大学,1,6760
08法学(刑事司法),A276华东政法大学,2,6790
Y7电气工程及其自动化,A422山东大学,100,6797
0M法学(法学与金融学双学位),A651西南财经大学,1,6823
03临床医学,A631重庆医科大学,4,6844
D4商务英语,A271上海外国语大学,2,6850
A5数学类(数学物理类),A533中南大学,12,6858
20物理学类,A699西北工业大学,8,6869
02电子信息类(通信与控制),A004北京交通大学,17,6875
B1法学,A271上海外国语大学,1,6899
67法医学,A610四川大学,3,6931
07经济学(国家经济学基础人才培养基地班),A651西南财经大学,3,6934
12英语(法律英语实验班),A053中国政法大学,4,6945
13国际事务与国际关系,E596中国社会科学院大学,2,6954
2E基础医学(朱宪彝班),A062天津医科大学,1,6964
47医学信息工程,A610四川大学,3,6973
0F统计学类,A651西南财经大学,1,7005
16口腔医学,A159中国医科大学,2,7010
0R日语,A272上海财经大学,2,7042
YU计算机类(软件数媒与大数据方向),A422山东大学,160,7050
01理科试验班,A008北京科技大学,6,7059
07法学,A532湖南大学,6,7060
09计算机类,A008北京科技大学,8,7062
51电子科学与技术,A141大连理工大学,6,7071
0B口腔医学,A226哈尔滨医科大学,1,7072
27食品科学与工程类,A561华南理工大学,2,7080
30广告学,A033中国传媒大学,3,7085
15理科试验班(生态与环境类),A056天津大学,28,7127
02临床医学(5+3一体化，硕士段培养方向儿科学),A631重庆医科大学,1,7143
05法学(国际经济法),A276华东政法大学,6,7145
09法学(网络与信息法),A276华东政法大学,2,7149
35工程力学,A141大连理工大学,6,7155
0B工商管理类,A013北京邮电大学,5,7158
07中医学(实验班),A026北京中医药大学,5,7159
01电气类,A054华北电力大学(北京),17,7164
10临床医学(检验医师培养试验班),A159中国医科大学,1,7181
9G汉语言文学,A183吉林大学,2,7192
79预防医学,A610四川大学,3,7235
37工程力学(钱令希力学创新班、拔尖计划班),A141大连理工大学,3,7253
60数字媒体技术,A033中国传媒大学,2,7254
11海洋工程类(智慧海洋试验班),A699西北工业大学,8,7256
QB英语,A610四川大学,5,7283
B4自动化类(自动化与电气类),A533中南大学,32,7287
3D口腔医学,A559暨南大学,2,7295
08汉语国际教育,A030北京外国语大学,2,7300
0L法学(法学与会计学双学位),A651西南财经大学,2,7305
0N法学(法学与国商双学位),A651西南财经大学,1,7321
43生物医药数据科学,A422山东大学,4,7342
A4数据科学与大数据技术,A271上海外国语大学,1,7349
A0金融学类(经济管理类),A533中南大学,11,7371
23数学与应用数学,A019中国农业大学,2,7415
12德语,A271上海外国语大学,2,7420
XN电子信息类(通信电子与光电方向),A422山东大学,120,7423
12材料类(新材料与化工试验班),A699西北工业大学,15,7439
1E计算机科学与技术,A287南京航空航天大学,4,7445
14力学类(工程应用力学试验班),A699西北工业大学,5,7468
A2精算学,A271上海外国语大学,1,7496
01临床医学(5+3一体化),A161大连医科大学,2,7501
55计算机科学与技术(智能班),A532湖南大学,7,7510
09社会工作,A053中国政法大学,1,7511
0K法学,A651西南财经大学,1,7517
Z1网络空间安全,A422山东大学,75,7546
42传播学(计算传播方向),A033中国传媒大学,3,7554
DH理科试验班(数学物理类),A611重庆大学,5,7564
B4临床医学,A590深圳大学,1,7585
11中医学(中医拔尖创新人才培养模式改革9年制),A063天津中医药大学,2,7599
0H法学,A013北京邮电大学,2,7604
47汉语言文学,A532湖南大学,3,7612
44高分子材料与工程,A610四川大学,9,7618
58历史学,A532湖南大学,1,7633
0R金融学,A285苏州大学,2,7651
28数字媒体技术(游戏设计技术方向),A033中国传媒大学,3,7698
01金融学类,A651西南财经大学,5,7701
05城乡规划,A561华南理工大学,2,7714
14政治学与行政学,E596中国社会科学院大学,4,7722
D8经济学类,A611重庆大学,3,7730
1F人工智能,A287南京航空航天大学,2,7760
0B工商管理类(会计学院),A651西南财经大学,4,7767
13翻译(法律翻译实验班),A053中国政法大学,2,7778
1G软件工程,A287南京航空航天大学,4,7801
04哲学,E596中国社会科学院大学,3,7805
02马克思主义理论,E596中国社会科学院大学,2,7829
31广告学(计算广告双学士学位复合型人才培养项目),A033中国传媒大学,3,7848
B5临床医学(卓越班),A590深圳大学,2,7849
41生物医学科学,A422山东大学,6,7852
17临床医学(检验医师培养试验班),A631重庆医科大学,1,7866
52数学类,A183吉林大学,10,7869
XJ物理学类,A422山东大学,80,7882
DP工科试验班(电气信息类),A611重庆大学,50,7889
57新闻传播学类,A561华南理工大学,3,7897
02中医学(5+3一体化),A268上海中医药大学,3,7902
YY新闻传播学类,A422山东大学,20,7907
YW电子信息类(微电子与电路集成方向),A422山东大学,70,7912
27信息管理与信息系统(法治信息管理实验班),A053中国政法大学,2,7916
G1电子信息类(中外合作办学)(电子信息),H614电子科技大学(沙河校区),6,7918
1D航空航天工程,A287南京航空航天大学,5,7945
28信息资源管理,A610四川大学,2,7959
10社会学,E596中国社会科学院大学,3,7972
9W计算机类,A183吉林大学,22,7978
X7政治学类,A422山东大学,20,7994
15西班牙语,A271上海外国语大学,2,7995
65机械类,A141大连理工大学,5,8005
Y1自动化类,A422山东大学,80,8022
4N工商管理类,A019中国农业大学,5,8048
21公共事业管理,A053中国政法大学,1,8064
54汉语言,A033中国传媒大学,4,8065
56软件工程,A532湖南大学,6,8092
07电气类,A004北京交通大学,7,8097
03农学,A019中国农业大学,4,8118
19国际商务,A053中国政法大学,3,8127
15新闻传播学类,E596中国社会科学院大学,3,8144
53应用物理学(王大珩物理基础科学拔尖计划班),A141大连理工大学,4,8155
19机器人工程,A532湖南大学,3,8174
20行政管理,A053中国政法大学,3,8176
09临床医学,A159中国医科大学,16,8182
0P新闻学(卓越人才实验班),A276华东政法大学,1,8197
04电子信息工程,A532湖南大学,2,8208
14食品科学与工程类,A019中国农业大学,8,8209
12计算机类,H213哈尔滨工业大学(威海),48,8212
39计算机科学与技术(双学士学位项目),A251华东理工大学,4,8225
30传播学,A019中国农业大学,2,8251
63电子商务类,A561华南理工大学,2,8271
01哲学类,A422山东大学,12,8294
45材料类(新能源与纳米材料),A610四川大学,12,8295
40光电信息科学与工程,A141大连理工大学,6,8300
49数学类(数学类及华罗庚数学基础科学拔尖计划班),A141大连理工大学,9,8302
31经济学类,A532湖南大学,3,8348
4A动物医学类,A019中国农业大学,4,8365
21计算机类,A251华东理工大学,3,8373
0T数学与应用数学(数学与经济学双学位),A651西南财经大学,1,8382
29精算学,A532湖南大学,1,8386
0U金融数学,A651西南财经大学,1,8399
09理科试验班(数学与统计),A004北京交通大学,4,8410
18工商管理,A053中国政法大学,4,8423
31管理科学与工程类,A610四川大学,4,8424
19智能医学工程,A422山东大学,20,8430
18人工智能,A532湖南大学,3,8432
DC政治学与行政学,A271上海外国语大学,1,8435
09历史学类,A422山东大学,26,8438
5F通信工程,A532湖南大学,4,8464
5B自动化,A532湖南大学,3,8473
1Q计算机类,A145东北大学,7,8475
37数字出版,A033中国传媒大学,2,8478
30统计学类,A532湖南大学,2,8481
11法学类,A520中南财经政法大学,26,8485
22数学类,A511华中师范大学,1,8498
38数学类,A532湖南大学,6,8501
27建筑学,A699西北工业大学,3,8503
9D人工智能,A183吉林大学,4,8526
11汉语言文学,A052中央民族大学,4,8556
18意大利语,A271上海外国语大学,2,8601
A2化工与制药类(创新班),A141大连理工大学,6,8609
02计算机类,A701西安电子科技大学,65,8622
1E金融数学,A285苏州大学,3,8635
13国际经济与贸易(中外合作办学)(国际贸易、金融风险管理),A034中央财经大学,8,8639
03电气工程及其自动化,A532湖南大学,11,8650
33工商管理类(管理试验班),A699西北工业大学,2,8663
10理科试验班(智能光电与纳米技术),A004北京交通大学,8,8678
06精神医学,A025首都医科大学,3,8688
42机械设计制造及其自动化(日语强化),A141大连理工大学,4,8701
21管理科学与工程类(管理试验班),A699西北工业大学,2,8712
02临床医学(临床医师),P020海军军医大学,13,8727
38法学,A423中国海洋大学,13,8740
1X计算机科学与技术,A285苏州大学,2,8759
